Item ID,Name,Rarity,Upgrade Level,ATK,DEF,HP,Total Cumulative Cost (Gold),Gold per Stat Point
helm_steel,Stalowa Przyłbica,Zwykły,8,0,41,76,455854,9379.71
helm_steel,Stalowa Przyłbica,Zwykły,9,0,41,76,868554,17871.48
acc_silver_amulet,Srebrny Amulet,Zwykły,0,46,41,76,0,0
acc_silver_amulet,Srebrny Amulet,Zwykły,1,46,41,76,4730,50.0
acc_silver_amulet,Srebrny Amulet,Zwykły,2,46,41,76,13717,145.0
acc_silver_amulet,Srebrny Amulet,Zwykły,3,46,41,76,30792,325.5
acc_silver_amulet,Srebrny Amulet,Zwykły,4,46,41,76,63235,668.45
acc_silver_amulet,Srebrny Amulet,Zwykły,5,46,41,76,124876,1320.04
acc_silver_amulet,Srebrny Amulet,Zwykły,6,46,41,76,241995,2558.09
acc_silver_amulet,Srebrny Amulet,Zwykły,7,46,41,76,464522,4910.38
acc_silver_amulet,Srebrny Amulet,Zwykły,8,46,41,76,887323,9379.74
acc_silver_amulet,Srebrny Amulet,Zwykły,9,46,41,76,1690645,17871.51
wep_mithril_blade,Mithrilowe Ostrze,Zwykły,0,169,0,0,0,0
wep_mithril_blade,Mithrilowe Ostrze,Zwykły,1,169,0,0,8450,50.0
wep_mithril_blade,Mithrilowe Ostrze,Zwykły,2,169,0,0,24505,145.0
wep_mithril_blade,Mithrilowe Ostrze,Zwykły,3,169,0,0,55009,325.5
wep_mithril_blade,Mithrilowe Ostrze,Zwykły,4,169,0,0,112967,668.44
wep_mithril_blade,Mithrilowe Ostrze,Zwykły,5,169,0,0,223088,1320.05
wep_mithril_blade,Mithrilowe Ostrze,Zwykły,6,169,0,0,432318,2558.09
wep_mithril_blade,Mithrilowe Ostrze,Zwykły,7,169,0,0,829855,4910.38
wep_mithril_blade,Mithrilowe Ostrze,Zwykły,8,169,0,0,1585176,9379.74
wep_mithril_blade,Mithrilowe Ostrze,Zwykły,9,169,0,0,3020287,17871.52
arm_mithril_mail,Mithrilowa Kolczuga,Zwykły,0,0,143,293,0,0
arm_mithril_mail,Mithrilowa Kolczuga,Zwykły,1,0,143,293,8615,50.0
arm_mithril_mail,Mithrilowa Kolczuga,Zwykły,2,0,143,293,24983,145.0
arm_mithril_mail,Mithrilowa Kolczuga,Zwykły,3,0,143,293,56083,325.5
arm_mithril_mail,Mithrilowa Kolczuga,Zwykły,4,0,143,293,115173,668.44
arm_mithril_mail,Mithrilowa Kolczuga,Zwykły,5,0,143,293,227444,1320.05
arm_mithril_mail,Mithrilowa Kolczuga,Zwykły,6,0,143,293,440759,2558.09
arm_mithril_mail,Mithrilowa Kolczuga,Zwykły,7,0,143,293,846059,4910.38
arm_mithril_mail,Mithrilowa Kolczuga,Zwykły,8,0,143,293,1616129,9379.74
arm_mithril_mail,Mithrilowa Kolczuga,Zwykły,9,0,143,293,3079262,17871.51
helm_mithril,Mithrilowy Hełm,Zwykły,0,0,101,204,0,0
helm_mithril,Mithrilowy Hełm,Zwykły,1,0,101,204,6070,50.0
helm_mithril,Mithrilowy Hełm,Zwykły,2,0,101,204,17603,145.0
helm_mithril,Mithrilowy Hełm,Zwykły,3,0,101,204,39515,325.49
helm_mithril,Mithrilowy Hełm,Zwykły,4,0,101,204,81149,668.44
helm_mithril,Mithrilowy Hełm,Zwykły,5,0,101,204,160253,1320.04
helm_mithril,Mithrilowy Hełm,Zwykły,6,0,101,204,310552,2558.09
helm_mithril,Mithrilowy Hełm,Zwykły,7,0,101,204,596120,4910.38
helm_mithril,Mithrilowy Hełm,Zwykły,8,0,101,204,1138700,9379.74
helm_mithril,Mithrilowy Hełm,Zwykły,9,0,101,204,2169602,17871.52
acc_ruby_pendant,Rubinowy Wisiorek,Zwykły,0,118,101,204,0,0
acc_ruby_pendant,Rubinowy Wisiorek,Zwykły,1,118,101,204,11970,50.0
acc_ruby_pendant,Rubinowy Wisiorek,Zwykły,2,118,101,204,34713,145.0
acc_ruby_pendant,Rubinowy Wisiorek,Zwykły,3,118,101,204,77924,325.5
acc_ruby_pendant,Rubinowy Wisiorek,Zwykły,4,118,101,204,160026,668.45
acc_ruby_pendant,Rubinowy Wisiorek,Zwykły,5,118,101,204,316020,1320.05
acc_ruby_pendant,Rubinowy Wisiorek,Zwykły,6,118,101,204,612409,2558.1
acc_ruby_pendant,Rubinowy Wisiorek,Zwykły,7,118,101,204,1175548,4910.39
acc_ruby_pendant,Rubinowy Wisiorek,Zwykły,8,118,101,204,2245512,9379.75
acc_ruby_pendant,Rubinowy Wisiorek,Zwykły,9,118,101,204,4278444,17871.53
wep_adamant_greatsword,Adamantowy Wielki Miecz,Zwykły,0,358,0,0,0,0
wep_adamant_greatsword,Adamantowy Wielki Miecz,Zwykły,1,358,0,0,17900,50.0
wep_adamant_greatsword,Adamantowy Wielki Miecz,Zwykły,2,358,0,0,51910,145.0
wep_adamant_greatsword,Adamantowy Wielki Miecz,Zwykły,3,358,0,0,116529,325.5
wep_adamant_greatsword,Adamantowy Wielki Miecz,Zwykły,4,358,0,0,239305,668.45
wep_adamant_greatsword,Adamantowy Wielki Miecz,Zwykły,5,358,0,0,472579,1320.05
wep_adamant_greatsword,Adamantowy Wielki Miecz,Zwykły,6,358,0,0,915800,2558.1
wep_adamant_greatsword,Adamantowy Wielki Miecz,Zwykły,7,358,0,0,1757921,4910.39
wep_adamant_greatsword,Adamantowy Wielki Miecz,Zwykły,8,358,0,0,3357951,9379.75
wep_adamant_greatsword,Adamantowy Wielki Miecz,Zwykły,9,358,0,0,6398008,17871.53
arm_adamant_cuirass,Adamantowa Zbroja,Zwykły,0,0,295,655,0,0
arm_adamant_cuirass,Adamantowa Zbroja,Zwykły,1,0,295,655,18025,50.0
arm_adamant_cuirass,Adamantowa Zbroja,Zwykły,2,0,295,655,52272,145.0
arm_adamant_cuirass,Adamantowa Zbroja,Zwykły,3,0,295,655,117342,325.5
arm_adamant_cuirass,Adamantowa Zbroja,Zwykły,4,0,295,655,240975,668.45
arm_adamant_cuirass,Adamantowa Zbroja,Zwykły,5,0,295,655,475878,1320.05
arm_adamant_cuirass,Adamantowa Zbroja,Zwykły,6,0,295,655,922194,2558.1
arm_adamant_cuirass,Adamantowa Zbroja,Zwykły,7,0,295,655,1770196,4910.39
arm_adamant_cuirass,Adamantowa Zbroja,Zwykły,8,0,295,655,3381399,9379.75
arm_adamant_cuirass,Adamantowa Zbroja,Zwykły,9,0,295,655,6442686,17871.53
helm_adamant,Adamantowa Korona Wojny,Zwykły,0,0,199,439,0,0
helm_adamant,Adamantowa Korona Wojny,Zwykły,1,0,199,439,12145,50.0
helm_adamant,Adamantowa Korona Wojny,Zwykły,2,0,199,439,35220,145.0
helm_adamant,Adamantowa Korona Wojny,Zwykły,3,0,199,439,79063,325.5
helm_adamant,Adamantowa Korona Wojny,Zwykły,4,0,199,439,162365,668.44
helm_adamant,Adamantowa Korona Wojny,Zwykły,5,0,199,439,320639,1320.05
helm_adamant,Adamantowa Korona Wojny,Zwykły,6,0,199,439,621361,2558.09
helm_adamant,Adamantowa Korona Wojny,Zwykły,7,0,199,439,1192733,4910.39
helm_adamant,Adamantowa Korona Wojny,Zwykły,8,0,199,439,2278340,9379.74
helm_adamant,Adamantowa Korona Wojny,Zwykły,9,0,199,439,4340993,17871.52
acc_dragon_eye,Oko Smoka,Zwykły,0,241,199,439,0,0
acc_dragon_eye,Oko Smoka,Zwykły,1,241,199,439,24195,50.0
acc_dragon_eye,Oko Smoka,Zwykły,2,241,199,439,70165,145.0
acc_dragon_eye,Oko Smoka,Zwykły,3,241,199,439,157508,325.5
acc_dragon_eye,Oko Smoka,Zwykły,4,241,199,439,323461,668.45
acc_dragon_eye,Oko Smoka,Zwykły,5,241,199,439,638772,1320.05
acc_dragon_eye,Oko Smoka,Zwykły,6,241,199,439,1237864,2558.1
acc_dragon_eye,Oko Smoka,Zwykły,7,241,199,439,2376139,4910.39
acc_dragon_eye,Oko Smoka,Zwykły,8,241,199,439,4538861,9379.75
acc_dragon_eye,Oko Smoka,Zwykły,9,241,199,439,8648034,17871.53
wep_shadow_slayer,Pogromca Cieni,Zwykły,0,654,0,0,0,0
wep_shadow_slayer,Pogromca Cieni,Zwykły,1,654,0,0,32700,50.0
wep_shadow_slayer,Pogromca Cieni,Zwykły,2,654,0,0,94830,145.0
wep_shadow_slayer,Pogromca Cieni,Zwykły,3,654,0,0,212877,325.5
wep_shadow_slayer,Pogromca Cieni,Zwykły,4,654,0,0,437166,668.45
wep_shadow_slayer,Pogromca Cieni,Zwykły,5,654,0,0,863315,1320.05
wep_shadow_slayer,Pogromca Cieni,Zwykły,6,654,0,0,1672999,2558.1
wep_shadow_slayer,Pogromca Cieni,Zwykły,7,654,0,0,3211399,4910.4
wep_shadow_slayer,Pogromca Cieni,Zwykły,8,654,0,0,6134359,9379.75
wep_shadow_slayer,Pogromca Cieni,Zwykły,9,654,0,0,11687984,17871.54
arm_dragon_scale,Pancerz ze Smoczej Łuski,Zwykły,0,0,528,1261,0,0
arm_dragon_scale,Pancerz ze Smoczej Łuski,Zwykły,1,0,528,1261,32705,50.0
arm_dragon_scale,Pancerz ze Smoczej Łuski,Zwykły,2,0,528,1261,94844,145.0
arm_dragon_scale,Pancerz ze Smoczej Łuski,Zwykły,3,0,528,1261,212909,325.5
arm_dragon_scale,Pancerz ze Smoczej Łuski,Zwykły,4,0,528,1261,437232,668.45
arm_dragon_scale,Pancerz ze Smoczej Łuski,Zwykły,5,0,528,1261,863446,1320.05
arm_dragon_scale,Pancerz ze Smoczej Łuski,Zwykły,6,0,528,1261,1673254,2558.1
arm_dragon_scale,Pancerz ze Smoczej Łuski,Zwykły,7,0,528,1261,3211889,4910.39
arm_dragon_scale,Pancerz ze Smoczej Łuski,Zwykły,8,0,528,1261,6135296,9379.75
arm_dragon_scale,Pancerz ze Smoczej Łuski,Zwykły,9,0,528,1261,11689770,17871.53
helm_demon_crown,Korona Demonów,Zwykły,0,0,342,816,0,0
helm_demon_crown,Korona Demonów,Zwykły,1,0,342,816,21180,50.0
helm_demon_crown,Korona Demonów,Zwykły,2,0,342,816,61422,145.0
helm_demon_crown,Korona Demonów,Zwykły,3,0,342,816,137881,325.5
helm_demon_crown,Korona Demonów,Zwykły,4,0,342,816,283154,668.45
helm_demon_crown,Korona Demonów,Zwykły,5,0,342,816,559173,1320.05
helm_demon_crown,Korona Demonów,Zwykły,6,0,342,816,1083610,2558.1
helm_demon_crown,Korona Demonów,Zwykły,7,0,342,816,2080041,4910.39
helm_demon_crown,Korona Demonów,Zwykły,8,0,342,816,3973261,9379.75
helm_demon_crown,Korona Demonów,Zwykły,9,0,342,816,7570379,17871.53
acc_god_talisman,Talisman Boskiej Mocy,Zwykły,0,423,342,816,0,0
acc_god_talisman,Talisman Boskiej Mocy,Zwykły,1,423,342,816,42330,50.0
acc_god_talisman,Talisman Boskiej Mocy,Zwykły,2,423,342,816,122757,145.0
acc_god_talisman,Talisman Boskiej Mocy,Zwykły,3,423,342,816,275568,325.5
acc_god_talisman,Talisman Boskiej Mocy,Zwykły,4,423,342,816,565909,668.45
acc_god_talisman,Talisman Boskiej Mocy,Zwykły,5,423,342,816,1117557,1320.05
acc_god_talisman,Talisman Boskiej Mocy,Zwykły,6,423,342,816,2165689,2558.1
acc_god_talisman,Talisman Boskiej Mocy,Zwykły,7,423,342,816,4157141,4910.4
acc_god_talisman,Talisman Boskiej Mocy,Zwykły,8,423,342,816,7940900,9379.75
acc_god_talisman,Talisman Boskiej Mocy,Zwykły,9,423,342,816,15130042,17871.54
wep_maslak,Święty Kij Maślaka,Legendarny,0,40,0,0,0,0
wep_maslak,Święty Kij Maślaka,Legendarny,1,40,0,0,2000,50.0
wep_maslak,Święty Kij Maślaka,Legendarny,2,40,0,0,5800,145.0
wep_maslak,Święty Kij Maślaka,Legendarny,3,40,0,0,13020,325.5
wep_maslak,Święty Kij Maślaka,Legendarny,4,40,0,0,26737,668.42
wep_maslak,Święty Kij Maślaka,Legendarny,5,40,0,0,52801,1320.03
wep_maslak,Święty Kij Maślaka,Legendarny,6,40,0,0,102322,2558.05
wep_maslak,Święty Kij Maślaka,Legendarny,7,40,0,0,196413,4910.32
wep_maslak,Święty Kij Maślaka,Legendarny,8,40,0,0,375187,9379.67
wep_maslak,Święty Kij Maślaka,Legendarny,9,40,0,0,714858,17871.45
helm_pianek,Potowa Opaska Pianka,Legendarny,0,0,48,87,0,0
helm_pianek,Potowa Opaska Pianka,Legendarny,1,0,48,87,2835,50.0
helm_pianek,Potowa Opaska Pianka,Legendarny,2,0,48,87,8221,144.99
helm_pianek,Potowa Opaska Pianka,Legendarny,3,0,48,87,18455,325.49
helm_pianek,Potowa Opaska Pianka,Legendarny,4,0,48,87,37900,668.43
helm_pianek,Potowa Opaska Pianka,Legendarny,5,0,48,87,74846,1320.04
helm_pianek,Potowa Opaska Pianka,Legendarny,6,0,48,87,145043,2558.08
helm_pianek,Potowa Opaska Pianka,Legendarny,7,0,48,87,278418,4910.37
helm_pianek,Potowa Opaska Pianka,Legendarny,8,0,48,87,531830,9379.72
helm_pianek,Potowa Opaska Pianka,Legendarny,9,0,48,87,1013314,17871.5
arm_damian,Zbroja Mytnika Damiana,Legendarny,0,0,139,268,0,0
arm_damian,Zbroja Mytnika Damiana,Legendarny,1,0,139,268,8290,50.0
arm_damian,Zbroja Mytnika Damiana,Legendarny,2,0,139,268,24041,145.0
arm_damian,Zbroja Mytnika Damiana,Legendarny,3,0,139,268,53967,325.49
arm_damian,Zbroja Mytnika Damiana,Legendarny,4,0,139,268,110828,668.44
arm_damian,Zbroja Mytnika Damiana,Legendarny,5,0,139,268,218864,1320.05
arm_damian,Zbroja Mytnika Damiana,Legendarny,6,0,139,268,424132,2558.09
arm_damian,Zbroja Mytnika Damiana,Legendarny,7,0,139,268,814142,4910.39
arm_damian,Zbroja Mytnika Damiana,Legendarny,8,0,139,268,1555161,9379.74
arm_damian,Zbroja Mytnika Damiana,Legendarny,9,0,139,268,2963098,17871.52
acc_domcia,Mistyczny Naszyjnik Domci,Legendarny,0,170,150,284,0,0
acc_domcia,Mistyczny Naszyjnik Domci,Legendarny,1,170,150,284,17420,50.0
acc_domcia,Mistyczny Naszyjnik Domci,Legendarny,2,170,150,284,50518,145.0
acc_domcia,Mistyczny Naszyjnik Domci,Legendarny,3,170,150,284,113404,325.5
acc_domcia,Mistyczny Naszyjnik Domci,Legendarny,4,170,150,284,232887,668.45
acc_domcia,Mistyczny Naszyjnik Domci,Legendarny,5,170,150,284,459906,1320.05
acc_domcia,Mistyczny Naszyjnik Domci,Legendarny,6,170,150,284,891242,2558.1
acc_domcia,Mistyczny Naszyjnik Domci,Legendarny,7,170,150,284,1710781,4910.39
acc_domcia,Mistyczny Naszyjnik Domci,Legendarny,8,170,150,284,3267905,9379.75
acc_domcia,Mistyczny Naszyjnik Domci,Legendarny,9,170,150,284,6226441,17871.53
acc_eczme,Owijki 'PowerKeeper',Legendarny,0,28,29,55,0,0
acc_eczme,Owijki 'PowerKeeper',Legendarny,1,28,29,55,3125,50.0
acc_eczme,Owijki 'PowerKeeper',Legendarny,2,28,29,55,9062,144.99
acc_eczme,Owijki 'PowerKeeper',Legendarny,3,28,29,55,20343,325.49
acc_eczme,Owijki 'PowerKeeper',Legendarny,4,28,29,55,41777,668.43
acc_eczme,Owijki 'PowerKeeper',Legendarny,5,28,29,55,82502,1320.03
acc_eczme,Owijki 'PowerKeeper',Legendarny,6,28,29,55,159880,2558.08
acc_eczme,Owijki 'PowerKeeper',Legendarny,7,28,29,55,306898,4910.37
acc_eczme,Owijki 'PowerKeeper',Legendarny,8,28,29,55,586232,9379.71
acc_eczme,Owijki 'PowerKeeper',Legendarny,9,28,29,55,1116968,17871.49
wep_yomen,Klucz Czternastka Yomena,Legendarny,0,270,0,0,0,0
wep_yomen,Klucz Czternastka Yomena,Legendarny,1,270,0,0,13500,50.0
wep_yomen,Klucz Czternastka Yomena,Legendarny,2,270,0,0,39150,145.0
wep_yomen,Klucz Czternastka Yomena,Legendarny,3,270,0,0,87885,325.5
wep_yomen,Klucz Czternastka Yomena,Legendarny,4,270,0,0,180481,668.45
wep_yomen,Klucz Czternastka Yomena,Legendarny,5,270,0,0,356414,1320.05
wep_yomen,Klucz Czternastka Yomena,Legendarny,6,270,0,0,690687,2558.1
wep_yomen,Klucz Czternastka Yomena,Legendarny,7,270,0,0,1325806,4910.39
wep_yomen,Klucz Czternastka Yomena,Legendarny,8,270,0,0,2532532,9379.75
wep_yomen,Klucz Czternastka Yomena,Legendarny,9,270,0,0,4825313,17871.53
arm_eczme,Nakolanniki Przeznaczenia Eczme,Legendarny,0,0,359,734,0,0
arm_eczme,Nakolanniki Przeznaczenia Eczme,Legendarny,1,0,359,734,21620,50.0
arm_eczme,Nakolanniki Przeznaczenia Eczme,Legendarny,2,0,359,734,62698,145.0
arm_eczme,Nakolanniki Przeznaczenia Eczme,Legendarny,3,0,359,734,140746,325.5
arm_eczme,Nakolanniki Przeznaczenia Eczme,Legendarny,4,0,359,734,289037,668.45
arm_eczme,Nakolanniki Przeznaczenia Eczme,Legendarny,5,0,359,734,570791,1320.05
arm_eczme,Nakolanniki Przeznaczenia Eczme,Legendarny,6,0,359,734,1106123,2558.1
arm_eczme,Nakolanniki Przeznaczenia Eczme,Legendarny,7,0,359,734,2123254,4910.39
arm_eczme,Nakolanniki Przeznaczenia Eczme,Legendarny,8,0,359,734,4055804,9379.75
arm_eczme,Nakolanniki Przeznaczenia Eczme,Legendarny,9,0,359,734,7727650,17871.53
wep_fire_axe,Ognisty Topór Czeluści,Legendarny,0,767,0,0,0,0
wep_fire_axe,Ognisty Topór Czeluści,Legendarny,1,767,0,0,38350,50.0
wep_fire_axe,Ognisty Topór Czeluści,Legendarny,2,767,0,0,111215,145.0
wep_fire_axe,Ognisty Topór Czeluści,Legendarny,3,767,0,0,249658,325.5
wep_fire_axe,Ognisty Topór Czeluści,Legendarny,4,767,0,0,512700,668.45
wep_fire_axe,Ognisty Topór Czeluści,Legendarny,5,767,0,0,1012481,1320.05
wep_fire_axe,Ognisty Topór Czeluści,Legendarny,6,767,0,0,1962064,2558.1
wep_fire_axe,Ognisty Topór Czeluści,Legendarny,7,767,0,0,3766273,4910.4
wep_fire_axe,Ognisty Topór Czeluści,Legendarny,8,767,0,0,7194271,9379.75
wep_fire_axe,Ognisty Topór Czeluści,Legendarny,9,767,0,0,13707467,17871.53
acc_fire_ruby,Oko Wulkanu,Legendarny,0,520,433,937,0,0
acc_fire_ruby,Oko Wulkanu,Legendarny,1,520,433,937,52335,50.0
acc_fire_ruby,Oko Wulkanu,Legendarny,2,520,433,937,151771,145.0
acc_fire_ruby,Oko Wulkanu,Legendarny,3,520,433,937,340700,325.5
acc_fire_ruby,Oko Wulkanu,Legendarny,4,520,433,937,699665,668.45
acc_fire_ruby,Oko Wulkanu,Legendarny,5,520,433,937,1381699,1320.05
acc_fire_ruby,Oko Wulkanu,Legendarny,6,520,433,937,2677565,2558.1
